objectid,image_thumb,image_small,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
sb934221,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934222,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934223,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934224,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934225,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
cp3819-1,,,fredereck.jpg,,,"Gravestone of Lydia Nicole Frederick (2007), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,2007-09-08,"Statue of a young girl sitting on a stone base, on the gravestone of Lydia Nicole Frederick (2007, aged 3). Princeton Cemetery, Princeton NJ",Parrella; Princeton; 2000s; Female; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,.jpg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-2,,,kuenne.jpg,,,"Gravestone of Olivia Michelle Kuenne (1997), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1997-08-31,"Statue of a young girl standing on a stone base, on the gravestone of Olivia Michelle Kuenne (1997, aged 6). Princeton Cemetery, Princeton NJ",Parrella; Princeton; 1900s; Female; Child; English; Daughter,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,.jpg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-3,,,macdonald.jpg,,,"Gravestone of Donald MacDonald (1901), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1901,"Gravestone of Donald MacDonald (1901, aged 7). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1900s; Male; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,.jpg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-4,,,scott.jpg,,,"Gravestone of Debra R. Scott (1964), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1964-03-02,"Gravestone of Debra R. Scott (1964, aged 1). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1900s; Female; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,.jpg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-5,,,emmalhullfish.jpg,,,"Gravestone of Emma L. Hullfish (1853), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1853-09-11,"Gravestone of Emma L. Hullfish (1853, aged 3). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1800s; Female; Child; English; Daughter,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3538,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-6,,,lahey.jpg,,,"Gravestone of Rebecca M. Lahey (1920) and Anna Young Lahey (1898) Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,"1898, 1920","Gravestone of Rebecca M. Lahey (1920, aged 8), and Anna Young Lahey (1898, aged 24). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1800s; 1900s; Female; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3539,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-7,,,richardwilliamkaftanic.jpg,,,"Gravestone of Richard William Kaftanic (1955), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1955,"Gravestone of Richard William Kaftanic (1955, aged 1). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1900s; Male; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3540,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-8,,,robinson.jpg,,,"Gravestone of Ernest J. Robinson Jr. (1918) and Claressa M. Robinson (1926) Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,"1918, 1926","Gravestone of Ernest J. Robinson Jr. (1918, aged 3) and Claressa M. Robinson (1926, aged 8). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1900s; Female; Male; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3543,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-9,,,lizzierobinson.jpg,,,"Gravestone of Lizzie E. Robinson (1907), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1907-07-25,"Gravestone of Lizzie E. Robinson (1907, aged 10). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1900s; Female; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3546,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-10,,,angel.jpg,,,"Gravestone of a child, represented with a small angel.",Anonymous,Unknown,"Gravestone of a child, represented with a small angel.",Parrella; Princeton; Child; Angel,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,.jpg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-11,,,edward.jpg,,,"Gravestone of Edward S. M. (1918), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1918-03,"Gravestone of Edward S. M. (1918, aged 10 weeks). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1900s; Male; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,.jpg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-12,,,myrtleh.jpg,,,"Gravestone of Myrtle H. (1894), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1894,"Gravestone of Myrtle H. (1894). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1800s; Female; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3542,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-13,,,georgefirmin.jpg,,,"Gravestone of George Firmin (1885), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1885-09-01,"Gravestone of George Firmin (1885, aged 2). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1800s; Male; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3536,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-14,,,eleanorscudder.jpg,,,"Gravestone of Eleanor Scudder (1823), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1823-03-18,"Gravestone of Eleanor Scudder (1823, aged 12). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; 1800s; Female; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,IMG_3541,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
cp3819-15,,,littlecharlie.jpg,,,"Gravestone of Charlie Burke (1860), Princeton Cemetery, Princeton NJ 08544 USA",Anonymous,1860,"Gravestone of Charlie Burke (1860, aged 2). Princeton Cemetery, Princeton NJ 08544 USA",Parrella; Princeton; Male; 1800s; Child; English,"Princeton, NJ",40.354042,-74.660088,Cristina Parrella,.jpg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
gh2889,,,IMG_6390-Copy.jpg,,,Gravestone of Gertrude Voorhees,Anonymous,08/10/1902,Gravestone of Gertrude Voorhees,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh018,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6391-Copy.jpg,,,Gravestones of Dr. William Foxall Cunningham & William P. Cunningham,Anonymous,04/04/2022 (Foxall) & 1991 (P.),Gravestones of Dr. William Foxall Cunningham & William P. Cunningham,"Higbee;  Horizontal; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh017,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6396-Copy.jpg,,,Gravestones of William Alexander and Frances Gordon Paddock and Memorial of William Alexander,"Anonymous and Marker by ""For the Promotion of Brotherly Love"" in Pi Kappa Alpha Fraternity",1937 (William) & 1931 (Frances),Gravestones of William Alexander and Frances Gordon Paddock and Memorial of William Alexander,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh016,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6397-Copy.jpg,,,Gravestone of Aaron Burr Jr.,Anonymous,09/14/1836,Gravestone of Aaron Burr Jr.,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh000,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6433-Copy.jpg,,,Gravestone of Dr. Samuel Ross Winans,Anonymous,07/25/1910,"Gravestone of Dr Samuel Ross Winans depicting his life and times, Princeton, Mercer County, NJ","Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh001,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6394-Copy.jpg,,,Gravestone of Reverand James Madison MacDonald,Anonymous,05/19/1876,"Gravestone of Reverand James Madison MacDonald, describing his life and times","Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh002,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6426-Copy.jpg,,,Memorial of Paul Tulane,Anonymous,03/27/1887,Memorial of Paul Tulane,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh003,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6425-Copy.jpg,,,Gravestone of Dr. John Maclean,Anonymous,02/17/1814,Gravestone of Dr. John Maclean,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh004,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6422-Copy.jpg,,,Gravestone of Mary (Canahan?),Anonymous,Unclear (possibly 08/15/1854),Gravestone of Mary (Carnahan?),"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh005,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6424-Copy.jpg,,,Gravestone of James Carnahan,Anonymous,03/03/1859,Gravestone of Dr. James Carnahan,"Higbee;  Vertical; Occupation, Notable, Work, Accolades; Minister","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh006,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6420-Copy.jpg,,,Gravestone of Dr. Walter Minto,Anonymous,10/21/1796,Gravestone of Dr. Walter Minto,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh007,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=enhttps://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6418-Copy.jpg,,,Gravestone of Samuel Stanhope Smith,Anonymous,08/21/1819,Gravestone of Samuel Stanhope Smith,"Higbee;  Vertical; Occupation, Notable, Work, Accolades; Minister","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh008,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6416-Copy.jpg,,,Memorial of John Witherspoon,"Descenders of the Declaration of Independence, Inc.",11/15/1794,Memorial of John Witherspoon,"Higbee;  Vertical; Occupation, Notable, Work, Accolades; Minister","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh009,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6415-Copy.jpg,,,Gravestone of Aaron Burr Sr.,Anonymous,09/24/1757,Gravestone of Aaron Burr Sr.,"Higbee;  Vertical; Occupation, Notable, Work, Accolades; Minister","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh010,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6414-Copy.jpg,,,Gravestone of Jonathan Edwards,Anonymous,03/22/1758,Gravestone of Jonathan Edwards,"Higbee;  Vertical; Occupation, Notable, Work, Accolades; Minister","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh011,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6411-Copy.jpg,,,Gravestone of Reverand Samuel Davies,Anonymous,02/04/1761,Gravestone of Reverand Samuel Davies,"Higbee;  Vertical; Occupation, Notable, Work, Accolades; Minister","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh012,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6410-Copy.jpg,,,Memorial of John Witherspoon,Princeton Chapter NSDAR & Old Kent Chapter NSDAR,11/15/1794,Memorial of John Witherspoon,"Higbee;  Vertical; Occupation, Notable, Work, Accolades; Minister","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh013,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6409-Copy.jpg,,,Gravestone of Samuel Finley,Anonymous,07/17/1766,Gravestone of Samuel Finley,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh014,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6404-Copy.jpg,,,Gravestones of William G. Bowen and Margaret Skelly Goheen,Anonymous,10/20/2016 & 01/25/2015,Gravestones of William G. Bowen and Margaret Skelly Goheen,"Higbee;  Horizontal; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh015,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
gh2889,,,IMG_6402-Copy.jpg,,,Gravestone of James McCosh,Anonymous,11/16/1894,Gravestone of James McCosh,"Higbee;  Vertical; Occupation, Notable, Work, Accolades","Princeton, Mercer County, NJ",40.21079,-74.58007,Gabriel Higbee,gh015,Image; Stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
mh001,,,mh001.jpg,,,"Gravestone of J. Ritchie Smith (1936), Louise Hasbrouck Smith (1924), and Louise Letterman Smith (1964) in Princeton Cemetery, Princeton, NJ",Anonymous,1936,"Gravestone of J. Ritchie Smith (1936), Louise Hasbrouck Smith (1924), and Louise Letterman Smith (1964) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 1930s; 1940s; 1960s; 1900s; Male; Female; Married; Wife; Companion Gravestone; Smith Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh001,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh002,,,mh002.jpg,,,"Gravestone of Maria Alkhazova (2020) in Princeton Cemetery, Princeton, NJ ",Anonymous,2020-08-30,"Gravestone of Maria Alkhazova (2020) in Princeton Cemetery, Princeton, NJ ",Harrington; Vertical; Princeton; 2020s; 2000s; Female; Mother; Grandmother; Plant; Maria Alkhazova; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh002,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh003,,,mh003.jpg,,,"Gravestone of Robert Joseph Fischer and Patricia Ann Fischer in Princeton Cemetery, Princeton, NJ",Anonymous,2015,"Gravestone of Robert Joseph Fischer and Patricia Ann Fischer in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 2010s; 2000s; Male; Female; Married; Companion Gravestone; Fischer Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh003,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh004,,,mh004.jpg,,,"Gravestones of Mary R. Wolters (1971) and Franz H. Wolters (1968) in Princeton Cemetery, Princeton, NJ",Anonymous,1968,"Gravestones of Mary R. Wolters (1971) and Franz H. Wolters (1968) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 1960s; 1900s; Male; Female; Plant; Wolters Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh004,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh005,,,mh005.jpg,,,"Gravestone of Ethel E. Kraft (1973) and Frederick Kraft (1967) in Princeton Cemetery, Princeton, NJ",Anonymous,1967,"Gravestone of Ethel E. Kraft (1973) and Frederick Kraft (1967) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 1960s; 1900s; Male; Female; Companion Gravestone; Plant; Kraft Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh005,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh006,,,mh006.jpg,,,"Gravestone of Janice Bahler Will (2012) and Richard James Will (2019) in Princeton Cemetery, Princeton, NJ",Anonymous,2012,"Gravestone of Janice Bahler Will (2012) and Richard James Will (2019) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 2010s; 2000s; Male; Female; Companion Gravestone; Will Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh006,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh007,,,mh007.jpg,,,"Gravestone of Della L. Salzman (1962) and Charles Salzman (1966) in Princeton Cemetery, Princeton, NJ",Anonymous,1962,"Gravestone of Della L. Salzman (1962) and Charles Salzman (1966) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 1960s; 1900s; Male; Female; Companion Gravestone; Plant; Salzman Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh007,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh008,,,mh008.jpg,,,"Gravestone of Jeremiah R. Hagerty (1965) in Princeton Cemetery, Princeton, NJ",Anonymous,1965-07-01,"Gravestone of Jeremiah R. Hagerty (1965) in Princeton Cemetery, Princeton, NJ",Harrington; Christian; Horizontal; Princeton; 1960s; 1900s; Male; Father; Husband; Companion Gravestone; Cross; Religious Iconography; Hagerty Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh008,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh009,,,mh009.jpg,,,"Gravestone of Robert L. Paulino (2023) in Princeton Cemetery, Princeton, NJ",Anonymous,2023-03-04,"Gravestone of Robert L. Paulino (2023) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 2020s; 2000s; Male; Teacher; Military; Husband; Father; Companion Gravestone; Paulino Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh009,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh010,,,mh010.jpg,,,"Gravestone of George J. Sanders (1960) and Adelia Sanders (1971) in Princeton Cemetery, Princeton, NJ",Anonymous,1960,"Gravestone of George J. Sanders (1960) and Adelia Sanders (1971) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 1960s; 1900s; Male; Female; Wife; Companion Gravestone; Plant; Sanders Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh010,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh011,,,mh011.jpg,,,"Gravestone of Robert Sterling Yard (1945) and Mary Belle Moffat Yard (1953) in Princeton Cemetery, Princeton, NJ",Anonymous,1945,"Gravestone of Robert Sterling Yard (1945) and Mary Belle Moffat Yard (1953) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 1940s; 1900s; Male; Female; Companion Gravestone; Yard Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh011,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh012,,,mh012.jpg,,,"Gravestone of Mary Ellen Gates (1937) and Caleb Frank Gates (1946) in Princeton Cemetery, Princeton, NJ",Anonymous,1937-10-07,"Gravestone of Mary Ellen Gates (1937) and Caleb Frank Gates (1946) in Princeton Cemetery, Princeton, NJ",Harrington; Christian; Horizontal; Princeton; 1930s; 1900s; Male; Female; Faculty; President; Companion Gravestone; Plant; Gates Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh012,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh013,,,mh013.jpg,,,"Gravestone of Alice Petrone (2002) in Princeton Cemetery, Princeton, NJ",Anonymous,2002,"Gravestone of Alice Petrone (2002) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 2000s; Female; Plant; In loving memory,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh013,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh014,,,mh014.jpg,,,"Gravestones of Joseph Brown (1985) and Gwyneth King Brown (1985) in Princeton Cemetery, Princeton, NJ",Anonymous,1985,"Gravestones of Joseph Brown (1985) and Gwyneth King Brown (1985) in Princeton Cemetery, Princeton, NJ",Harrington; Vertical; Princeton; 1980s; 1900s; Male; Female; Wife; Companion Gravestone; Brown Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh014,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh015,,,mh015.jpg,,,"Gravestones of Mary Opatut (2004) and Ben Opatut (1991) in Princeton Cemetery, Princeton, NJ",Anonymous,1991,"Gravestones of Mary Opatut (2004) and Ben Opatut (1991) in Princeton Cemetery, Princeton, NJ",Harrington; Jewish; Horizontal; Princeton; 1990s; 1900s; Male; Female; Wife; Mother; Husband; Father; Star of David; Opatut Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh015,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh016,,,mh016.jpg,,,"Gravestone of Jessica Allyn Opatut (2001) in Princeton Cemetery, Princeton, NJ",Anonymous,2001-05-22,"Gravestone of Jessica Allyn Opatut (2001) in Princeton Cemetery, Princeton, NJ",Harrington; Jewish; Horizontal; Princeton; 2000s; Female; Daughter; Star of David; Religious Iconography; Opatut Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh016,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh017,,,mh017.jpg,,,"Gravestone of Grace Carlin Wile (1998) in Princeton Cemetery, Princeton, NJ",Anonymous,1998,"Gravestone of Grace Carlin Wile (1998) in Princeton Cemetery, Princeton, NJ",Harrington; Vertical; Princeton; 1990s; 1900s; Female; Wife; Mother; Plant; Grace Wile; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh017,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh018,,,mh018.jpg,,,"Gravestone of Mary L. ""Kitty"" Menendez (1989) and Jose E. Menendez (1989) in Princeton Cemetery, Princeton, NJ",Anonymous,1989,"Gravestone of Mary L. ""Kitty"" Menendez (1989) and Jose E. Menendez (1989) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 1980s; 1900s; Male; Female; Famous; Companion Gravestone; Cross; Menendez Family,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh018,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh019,,,mh019.jpg,,,"Gravestone of Martin Stirling (2009) and Judith Stirling (2021) in Princeton Cemetery, Princeton, NJ",Anonymous,2009-05-01,"Gravestone of Martin Stirling (2009) and Judith Stirling (2021) in Princeton Cemetery, Princeton, NJ",Harrington; Jewish; Horizontal; Princeton; 2000s; Male; Female; Companion Gravestone; Star of David; Stirling Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh019,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
